dashboard_row_id,report_date,platform,campaign_id,campaign_name,state,city,device_type,impressions,clicks,conversions,spend_inr
DSH0170,2026-01-12,LinkedIn Ads,,Wedding Season | Fashion | Rajasthan | Programmatic,Rajasthan,Jaipur,Desktop,30135,1005,63,16370.48
DSH0171,2026-01-03,DV360,IN_DV_1045,Summer Savings | Beauty | Delhi NCR | Search,Delhi NCR,New Delhi,Desktop,198601,1812,162,76620.76
DSH0172,2026-01-10,DV360,IN_DV_1049,New Year | Fashion | Maharashtra | Social,Maharashtra,Nagpur,Desktop,132581,6444,530,123011.38
DSH0173,2026-03-29,LinkedIn Ads,IN_LI_1017,Republic Day | Electronics | Telangana | Social,Telangana,Karimnagar,Tablet,205803,11104,848,387323.57
DSH0174,2026-01-26,Meta Ads,IN_EXTRA_2007,Back to College | Home Appliances | West Bengal | Search | Extra in Dashboard,West Bengal,Howrah,Tablet,117845,3997,236,56427.37
DSH0175,2026-01-15,Google Ads,IN_GO_1077,Diwali Sale | Fashion | West Bengal | Social,West Bengal,Durgapur,Mobile,23801,663,41,26318.99
DSH0176,2026-02-02,Google Ads,IN_GO_1065,Summer Savings | Beauty | West Bengal | Social,West Bengal,Howrah,Mobile,90828,1587,131,43497.41
DSH0177,2026-03-15,LinkedIn Ads,IN_LI_1039,IPL Promo | Fashion | Gujarat | Programmatic,Gujarat,Surat,Desktop,87129,783,67,31326.36
DSH0178,2026-01-23,DV360,IN_DV_1054,Diwali Sale | Grocery | Uttar Pradesh | Display,Uttar Pradesh,Agra,Tablet,122022,1624,63,56528.63
DSH0179,2026-03-02,Meta Ads,IN_ME_1053,Monsoon Deals | EdTech | Tamil Nadu | Display,Tamil Nadu,Coimbatore,Tablet,124185,4136,78,56161.21
DSH0180,2026-01-27,YouTube Ads,IN_YO_1035,Republic Day | Electronics | Karnataka | Programmatic,Karnataka,Hubballi,Mobile,113872,4442,255,176592.82
DSH0181,2026-01-25,LinkedIn Ads,IN_LI_1028,Wedding Season | Fashion | Uttar Pradesh | Video,Uttar Pradesh,Kanpur,Mobile,64813,3444,60,154918.83
DSH0182,2026-03-03,Meta Ads,IN_ME_1049,Summer Savings | Home Appliances | Kerala | Social,Kerala,Kozhikode,Desktop,137224,4411,165,63319.06
DSH0183,2026-03-07,DV360,IN_DV_1041,Wedding Season | EdTech | Rajasthan | Video,Rajasthan,Jaipur,Desktop,123509,1017,80,34844.43
DSH0184,2026-01-04,YouTube Ads,IN_YO_1049,IPL Promo | Fashion | Uttar Pradesh | Social,Uttar Pradesh,Agra,Mobile,164366,7698,376,236068.64
DSH0185,2026-03-29,YouTube Ads,IN_YO_1018,Wedding Season | Home Appliances | Delhi NCR | Social,Delhi NCR,Faridabad,Mobile,203825,6681,154,269970.04
DSH0186,2026-01-27,DV360,IN_DV_1071,IPL Promo | Grocery | West Bengal | Social,West Bengal,Durgapur,Tablet,151557,1816,86,28875.75
DSH0187,2026-01-28,LinkedIn Ads,IN_LI_1063,Diwali Sale | Beauty | Rajasthan | Programmatic,Rajasthan,Udaipur,Tablet,19123,120,6,479.02
DSH0188,2026-01-28,DV360,IN_DV_1072,Wedding Season | Fashion | West Bengal | Video,West Bengal,Durgapur,Mobile,159414,3037,164,122604.21
DSH0189,2026-02-15,YouTube Ads,IN_YO_1029,Republic Day | Home Appliances | West Bengal | Display,West Bengal,Kolkata,Tablet,93636,3700,286,113331.12
DSH0190,2026-03-25,Google Ads,IN_GO_1002,New Year | Home Appliances | Karnataka | Programmatic,Karnataka,Hubballi,Mobile,199246,2868,140,61682.79
DSH0191,2026-02-12,LinkedIn Ads,IN_LI_1006,Summer Savings | Fashion | Karnataka | Programmatic,Karnataka,Bengaluru,Desktop,34489,1363,42,35486.76
DSH0192,2026-03-27,Google Ads,IN_GO_1051,Diwali Sale | Fashion | Telangana | Programmatic,Telangana,Warangal,Tablet,35168,726,39,19614.98
DSH0193,2026-02-19,LinkedIn Ads,IN_LI_1013,Monsoon Deals | EdTech | Gujarat | Search,Gujarat,Rajkot,Mobile,129580,2251,32,64411.25
DSH0194,2026-03-20,LinkedIn Ads,IN_LI_1030,Diwali Sale | Travel | West Bengal | Video,West Bengal,Howrah,Desktop,108273,3583,138,40158.7
DSH0195,2026-03-16,DV360,IN_DV_1020,Summer Savings | Travel | Karnataka | Search,Karnataka,Mangaluru,Desktop,114614,4684,280,160172.63
DSH0196,2026-02-10,YouTube Ads,IN_YO_1014,Diwali Sale | Grocery | Karnataka | Display,Karnataka,Bengaluru,Desktop,49735,511,22,13600.2
DSH0197,2026-03-07,DV360,IN_DV_1077,Holi Offer | Grocery | Karnataka | Programmatic,Karnataka,Bengaluru,Tablet,220635,4831,191,75419.95
DSH0198,2026-02-19,Google Ads,IN_GO_1018,Festive Cashback | Beauty | Uttar Pradesh | Social,Uttar Pradesh,Kanpur,Mobile,85495,1774,85,10866.79
DSH0199,2026-02-26,YouTube Ads,IN_YO_1032,Wedding Season | EdTech | West Bengal | Search,West Bengal,Howrah,Desktop,203979,7471,423,86777.54
DSH0200,2026-01-14,Meta Ads,IN_ME_1057,New Year | Grocery | Delhi NCR | Programmatic,Delhi NCR,New Delhi,Desktop,102749,2784,210,84962.19
DSH0201,2026-03-18,Meta Ads,IN_ME_1023,Festive Cashback | Travel | Delhi NCR | Social,Delhi NCR,Noida,Desktop,119396,6383,203,206430.99
DSH0202,2026-03-04,LinkedIn Ads,IN_LI_1073,New Year | Grocery | Tamil Nadu | Display,Tamil Nadu,Coimbatore,Mobile,66702,2311,124,73495.24
DSH0203,2026-03-12,Google Ads,IN_GO_1064,Summer Savings | Home Appliances | Rajasthan | Video,Rajasthan,Jodhpur,Desktop,51484,1906,53,58770.58
DSH0204,2026-02-24,DV360,IN_DV_1065,Festive Cashback | Home Appliances | Karnataka | Programmatic,Karnataka,Hubballi,Tablet,242969,9692,509,351964.19
DSH0205,2026-02-16,LinkedIn Ads,IN_LI_1079,Holi Offer | Electronics | Kerala | Social,Kerala,Kozhikode,Mobile,26612,894,54,27123.83
DSH0206,2026-02-08,Google Ads,IN_EXTRA_2020,Festive Cashback | Fashion | Karnataka | Programmatic | Extra in Dashboard,Karnataka,Bengaluru,Tablet,36217,415,11,3205.2
DSH0207,2026-01-20,YouTube Ads,IN_YO_1019,Holi Offer | Grocery | Maharashtra | Display,Maharashtra,Nashik,Mobile,106312,2262,102,27336.26
DSH0208,2026-03-03,YouTube Ads,IN_YO_1039,Wedding Season | Travel | Rajasthan | Display,Rajasthan,Jaipur,Mobile,26713,1220,21,47263.98
DSH0209,2026-03-24,Google Ads,IN_GO_1072,Summer Savings | Beauty | Telangana | Social,Telangana,Karimnagar,Desktop,126770,6714,181,136357.77
DSH0210,2026-01-24,Meta Ads,IN_ME_1076,Diwali Sale | Travel | West Bengal | Programmatic,West Bengal,Howrah,Desktop,127604,3196,210,38480.02
DSH0211,2026-01-09,LinkedIn Ads,IN_LI_1034,Republic Day | Grocery | Karnataka | Social,Karnataka,Mysuru,Mobile,194636,9486,472,268216.53
DSH0212,2026-03-18,DV360,IN_DV_1080,Festive Cashback | Electronics | Kerala | Video,Kerala,Thiruvananthapuram,Desktop,60227,2762,181,43761.02
DSH0213,2026-03-20,LinkedIn Ads,IN_LI_1024,Republic Day | Electronics | Karnataka | Social,Karnataka,Mysuru,Mobile,112859,4511,225,94085.58
DSH0214,2026-01-18,LinkedIn Ads,IN_LI_1022,Monsoon Deals | Home Appliances | West Bengal | Programmatic,West Bengal,Howrah,Tablet,146223,2975,67,114391.85
DSH0215,2026-03-22,Google Ads,IN_GO_1065,Wedding Season | Fashion | Gujarat | Social,Gujarat,Ahmedabad,Tablet,186198,5633,361,116877.22
DSH0216,2026-02-26,DV360,IN_DV_1036,Festive Cashback | Electronics | Telangana | Social,Telangana,Hyderabad,Mobile,73941,2391,52,53746.9
DSH0217,2026-03-05,LinkedIn Ads,IN_LI_1006,Festive Cashback | Electronics | Uttar Pradesh | Video,Uttar Pradesh,Lucknow,Tablet,214230,8832,466,393692.52
DSH0218,2026-01-14,Meta Ads,IN_ME_1016,Wedding Season | Grocery | Delhi NCR | Video,Delhi NCR,New Delhi,Desktop,216143,10094,251,357985.77
DSH0219,2026-03-30,YouTube Ads,IN_YO_1027,New Year | Fashion | Kerala | Programmatic,Kerala,Kozhikode,Mobile,226141,2014,74,30542.37
DSH0220,2026-03-10,Meta Ads,IN_ME_1053,IPL Promo | Beauty | Gujarat | Video,Gujarat,Vadodara,Mobile,31151,1684,131,14913.88
DSH0221,2026-01-17,Meta Ads,IN_ME_1019,Republic Day | EdTech | Telangana | Social,Telangana,Karimnagar,Desktop,166368,6153,365,117335.57
DSH0222,2026-01-10,Google Ads,IN_GO_1042,IPL Promo | Travel | West Bengal | Video,West Bengal,Durgapur,Desktop,167556,1025,73,34755.75
DSH0223,2026-02-28,YouTube Ads,IN_YO_1042,Summer Savings | Home Appliances | Karnataka | Social,Karnataka,Hubballi,Desktop,236787,4525,244,39955.27
DSH0224,2026-03-04,YouTube Ads,IN_YO_1021,Holi Offer | Travel | Maharashtra | Display,Maharashtra,Mumbai,Mobile,130680,3707,331,78787.36
DSH0225,2026-03-30,Meta Ads,IN_ME_1048,IPL Promo | Electronics | Delhi NCR | Video,Delhi NCR,Gurugram,Mobile,189196,9513,205,189766.99
DSH0226,2026-02-09,Meta Ads,IN_ME_1062,Holi Offer | Travel | West Bengal | Search,West Bengal,Durgapur,Mobile,35431,442,11,14019.92
DSH0227,2026-03-17,DV360,IN_EXTRA_2006,New Year | Travel | Karnataka | Video | Extra in Dashboard,Karnataka,Bengaluru,Mobile,64331,715,25,15756.81
DSH0228,2026-02-17,YouTube Ads,IN_YO_1073,Monsoon Deals | Travel | Telangana | Social,Telangana,Warangal,Tablet,17221,618,13,11169.91
DSH0229,2026-01-28,Meta Ads,IN_ME_1018,Wedding Season | EdTech | West Bengal | Social,West Bengal,Durgapur,Mobile,212249,2554,173,46198.61
DSH0230,2026-02-24,YouTube Ads,IN_YO_1077,IPL Promo | Travel | Telangana | Search,Telangana,Hyderabad,Tablet,172288,7122,223,303134.32
DSH0231,2026-01-04,YouTube Ads,IN_YO_1007,Festive Cashback | Beauty | Tamil Nadu | Social,Tamil Nadu,Madurai,Desktop,220468,11022,951,264945.08
DSH0232,2026-01-15,Meta Ads,IN_ME_1041,Festive Cashback | Electronics | Rajasthan | Programmatic,Rajasthan,Jodhpur,Desktop,50589,1249,94,25156.7
DSH0233,2026-03-12,Meta Ads,IN_ME_1028,Diwali Sale | Beauty | Rajasthan | Search,Rajasthan,Jaipur,Desktop,25440,1302,111,26060.78
DSH0234,2026-02-06,LinkedIn Ads,IN_LI_1011,New Year | Electronics | West Bengal | Programmatic,West Bengal,Howrah,Desktop,96240,950,79,41737.31
DSH0235,2026-01-21,LinkedIn Ads,,Festive Cashback | Travel | Gujarat | Search,Gujarat,Rajkot,Tablet,206354,10878,299,148440.21
DSH0236,2026-02-25,Google Ads,IN_GO_1002,Festive Cashback | Electronics | Rajasthan | Video,Rajasthan,Jodhpur,Mobile,200571,2551,22,61482.0
DSH0237,2026-02-14,LinkedIn Ads,IN_LI_1016,Monsoon Deals | Grocery | Uttar Pradesh | Social,Uttar Pradesh,Varanasi,Tablet,215052,11207,385,243547.45
DSH0238,2026-03-09,Google Ads,IN_GO_1064,Wedding Season | Home Appliances | Delhi NCR | Programmatic,Delhi NCR,New Delhi,Mobile,240276,8115,309,114318.58
DSH0239,2026-01-15,LinkedIn Ads,IN_LI_1006,Back to College | Electronics | Karnataka | Search,Karnataka,Mysuru,Mobile,138670,3305,275,36113.33
DSH0240,2026-01-05,LinkedIn Ads,IN_LI_1010,Republic Day | Fashion | West Bengal | Display,West Bengal,Kolkata,Desktop,164824,3999,196,163681.28
DSH0241,2026-01-23,Meta Ads,IN_ME_1042,New Year | Electronics | Uttar Pradesh | Display,Uttar Pradesh,Lucknow,Desktop,38397,1221,10,15032.25
DSH0242,2026-03-14,YouTube Ads,IN_YO_1070,Wedding Season | Grocery | Kerala | Programmatic,Kerala,Kochi,Mobile,214355,9646,196,407008.12
DSH0243,2026-01-04,Meta Ads,,Diwali Sale | Grocery | Uttar Pradesh | Search,Uttar Pradesh,Varanasi,Tablet,41826,684,60,13901.65
DSH0244,2026-01-08,Meta Ads,IN_ME_1048,Diwali Sale | Fashion | Delhi NCR | Programmatic,Delhi NCR,New Delhi,Tablet,135182,7266,108,54251.19
DSH0245,2026-01-18,DV360,IN_DV_1034,New Year | Travel | Karnataka | Social,Karnataka,Bengaluru,Desktop,238061,5102,375,166223.73
DSH0246,2026-03-07,LinkedIn Ads,IN_EXTRA_2011,Monsoon Deals | Beauty | Maharashtra | Search | Extra in Dashboard,Maharashtra,Nagpur,Mobile,29154,471,29,4269.58
DSH0247,2026-01-16,LinkedIn Ads,IN_LI_1012,Wedding Season | Grocery | Gujarat | Display,Gujarat,Surat,Mobile,56317,2566,84,84024.31
DSH0248,2026-03-19,Google Ads,IN_GO_1066,Monsoon Deals | Electronics | Tamil Nadu | Social,Tamil Nadu,Coimbatore,Desktop,27832,1090,31,48628.26
DSH0249,2026-01-04,DV360,IN_DV_1018,Back to College | Fashion | Rajasthan | Search,Rajasthan,Jodhpur,Mobile,46838,308,23,13637.17
DSH0250,2026-01-17,Meta Ads,IN_ME_1003,Holi Offer | Beauty | West Bengal | Programmatic,West Bengal,Howrah,Mobile,31900,500,30,18542.95
DSH0251,2026-01-12,YouTube Ads,IN_YO_1051,Wedding Season | Electronics | Karnataka | Social,Karnataka,Bengaluru,Tablet,143605,1089,69,11744.84
DSH0252,2026-01-28,Meta Ads,IN_ME_1038,Wedding Season | Fashion | Delhi NCR | Search,Delhi NCR,Noida,Tablet,145781,3817,202,23018.92
DSH0253,2026-02-05,DV360,IN_DV_1070,Summer Savings | Travel | Telangana | Programmatic,Telangana,Warangal,Tablet,223364,1553,61,51411.88
DSH0254,2026-03-03,LinkedIn Ads,IN_LI_1024,Festive Cashback | Beauty | Rajasthan | Video,Rajasthan,Udaipur,Desktop,21832,472,12,19198.24
DSH0255,2026-02-05,Google Ads,IN_GO_1013,Republic Day | EdTech | Rajasthan | Programmatic,Rajasthan,Jodhpur,Mobile,79974,3053,91,114108.42
DSH0256,2026-01-08,Meta Ads,IN_ME_1076,Republic Day | EdTech | Kerala | Social,Kerala,Thiruvananthapuram,Mobile,98362,4475,291,185400.01
DSH0257,2026-01-04,YouTube Ads,IN_YO_1040,Monsoon Deals | Beauty | Kerala | Social,Kerala,Kozhikode,Tablet,61021,1832,28,24097.89
DSH0258,2026-01-29,Google Ads,IN_GO_1044,Diwali Sale | Grocery | Uttar Pradesh | Programmatic,Uttar Pradesh,Agra,Mobile,202940,2982,220,117881.47
DSH0259,2026-01-08,Google Ads,IN_GO_1048,Monsoon Deals | EdTech | Telangana | Search,Telangana,Karimnagar,Mobile,203683,10518,421,81715.44
DSH0260,2026-02-08,YouTube Ads,,New Year | EdTech | Telangana | Display,Telangana,Hyderabad,Mobile,196812,9759,569,178670.31
DSH0261,2026-03-27,LinkedIn Ads,IN_LI_1001,IPL Promo | Travel | Telangana | Video,Telangana,Warangal,Mobile,199027,10446,419,467591.69
DSH0262,2026-03-14,Google Ads,IN_GO_1073,Republic Day | EdTech | Telangana | Programmatic,Telangana,Karimnagar,Tablet,42291,2194,42,75543.26
DSH0263,2026-01-31,YouTube Ads,IN_YO_1034,Holi Offer | EdTech | Gujarat | Video,Gujarat,Surat,Mobile,69967,1275,17,18042.91
DSH0264,2026-01-14,Google Ads,IN_GO_1064,Wedding Season | Travel | Maharashtra | Display,Maharashtra,Nashik,Desktop,246150,6044,318,46594.92
DSH0265,2026-03-03,LinkedIn Ads,IN_LI_1041,Wedding Season | Electronics | Tamil Nadu | Search,Tamil Nadu,Chennai,Mobile,83453,4392,61,46376.74
DSH0266,2026-02-18,Meta Ads,IN_ME_1004,Republic Day | Beauty | Karnataka | Programmatic,Karnataka,Bengaluru,Tablet,128068,6682,143,270118.25
DSH0267,2026-03-29,Meta Ads,IN_ME_1030,Summer Savings | Fashion | Rajasthan | Social,Rajasthan,Jodhpur,Mobile,68154,3197,244,58425.61
DSH0268,2026-03-04,Meta Ads,IN_ME_1077,Diwali Sale | Home Appliances | Maharashtra | Search,Maharashtra,Nagpur,Tablet,143733,2179,22,22844.6
DSH0269,2026-02-08,LinkedIn Ads,IN_LI_1066,Republic Day | Electronics | Delhi NCR | Programmatic,Delhi NCR,Faridabad,Tablet,120957,5749,447,35011.63
DSH0270,2026-02-18,YouTube Ads,IN_YO_1029,Diwali Sale | Grocery | Telangana | Display,Telangana,Warangal,Desktop,234435,4491,58,155917.45
DSH0271,2026-03-27,Google Ads,IN_GO_1008,Back to College | Home Appliances | Karnataka | Programmatic,Karnataka,Mangaluru,Tablet,235409,5877,298,256081.75
DSH0272,2026-03-29,DV360,IN_DV_1005,Wedding Season | Grocery | Kerala | Search,Kerala,Kochi,Tablet,145155,5132,251,132908.13
DSH0273,2026-03-21,Meta Ads,IN_ME_1006,Monsoon Deals | Fashion | Karnataka | Social,Karnataka,Hubballi,Mobile,125985,1239,79,14718.89
DSH0274,2026-03-22,Meta Ads,IN_ME_1072,Republic Day | Travel | Kerala | Search,Kerala,Thiruvananthapuram,Desktop,119164,3938,308,98714.08
DSH0275,2026-01-02,LinkedIn Ads,IN_LI_1073,New Year | Electronics | Kerala | Display,Kerala,Kozhikode,Mobile,169123,5843,509,44748.42
DSH0276,2026-01-14,LinkedIn Ads,IN_LI_1063,Back to College | Grocery | Karnataka | Display,Karnataka,Mangaluru,Desktop,164952,5911,65,88249.38
DSH0277,2026-01-19,LinkedIn Ads,IN_LI_1031,New Year | Electronics | Kerala | Display,Kerala,Kozhikode,Tablet,27921,1187,99,48342.71
DSH0278,2026-01-03,YouTube Ads,IN_YO_1018,IPL Promo | EdTech | Delhi NCR | Display,Delhi NCR,Noida,Mobile,93769,5038,223,190293.66
DSH0279,2026-02-04,DV360,IN_DV_1063,Holi Offer | Fashion | Kerala | Display,Kerala,Kozhikode,Desktop,214096,6703,259,39095.53
DSH0280,2026-01-21,Google Ads,,Monsoon Deals | EdTech | Delhi NCR | Programmatic,Delhi NCR,Faridabad,Mobile,244423,11442,876,158515.7
DSH0281,2026-02-28,Google Ads,IN_GO_1016,IPL Promo | Grocery | Gujarat | Display,Gujarat,Surat,Tablet,193565,1451,55,40849.73
DSH0282,2026-01-23,DV360,IN_DV_1012,Republic Day | Grocery | Kerala | Social,Kerala,Kozhikode,Tablet,89729,659,7,25657.23
DSH0283,2026-03-10,LinkedIn Ads,IN_EXTRA_2016,Wedding Season | Electronics | Karnataka | Search | Extra in Dashboard,Karnataka,Hubballi,Tablet,117327,1125,6,17377.08
DSH0284,2026-01-02,Meta Ads,IN_ME_1033,IPL Promo | Home Appliances | Delhi NCR | Display,Delhi NCR,Noida,Desktop,71479,2146,132,80942.91
DSH0285,2026-02-20,LinkedIn Ads,IN_LI_1014,Back to College | Travel | Karnataka | Video,Karnataka,Bengaluru,Desktop,141284,1289,114,38779.16
DSH0286,2026-02-05,YouTube Ads,IN_YO_1052,Monsoon Deals | Beauty | Delhi NCR | Social,Delhi NCR,Gurugram,Tablet,188154,4075,79,18567.3
DSH0287,2026-03-05,YouTube Ads,IN_YO_1029,New Year | Home Appliances | Delhi NCR | Search,Delhi NCR,Faridabad,Desktop,194914,6275,454,258033.33
DSH0288,2026-03-27,YouTube Ads,IN_YO_1013,Monsoon Deals | EdTech | Uttar Pradesh | Programmatic,Uttar Pradesh,Varanasi,Desktop,138412,1698,49,62904.57
DSH0289,2026-01-24,YouTube Ads,IN_YO_1048,Republic Day | Fashion | Karnataka | Video,Karnataka,Mysuru,Desktop,83304,2890,133,24241.12
DSH0290,2026-01-26,Google Ads,IN_EXTRA_2002,Holi Offer | Beauty | Karnataka | Display | Extra in Dashboard,Karnataka,Hubballi,Mobile,35486,786,34,15992.49
DSH0291,2026-01-18,Meta Ads,IN_ME_1024,Festive Cashback | Home Appliances | Gujarat | Social,Gujarat,Rajkot,Tablet,219194,2183,77,97024.69
DSH0292,2026-02-11,Google Ads,IN_GO_1012,IPL Promo | Fashion | Maharashtra | Social,Maharashtra,Nashik,Desktop,48922,1766,105,35745.3
DSH0293,2026-03-03,DV360,IN_DV_1068,Back to College | Fashion | Maharashtra | Video,Maharashtra,Mumbai,Desktop,64958,446,3,15139.26
DSH0294,2026-01-29,YouTube Ads,,Holi Offer | Home Appliances | Delhi NCR | Programmatic,Delhi NCR,Gurugram,Mobile,228655,1960,163,43947.06
DSH0295,2026-03-08,LinkedIn Ads,IN_LI_1046,New Year | Travel | Uttar Pradesh | Social,Uttar Pradesh,Varanasi,Desktop,211638,3223,276,134094.61
DSH0296,2026-02-21,Google Ads,IN_GO_1047,Monsoon Deals | Fashion | Tamil Nadu | Search,Tamil Nadu,Chennai,Mobile,199398,7704,84,313303.93
DSH0297,2026-02-02,LinkedIn Ads,IN_LI_1015,Festive Cashback | Electronics | Kerala | Search,Kerala,Kochi,Mobile,123012,3484,62,47295.59
DSH0298,2026-03-31,Meta Ads,IN_ME_1067,Diwali Sale | Grocery | Tamil Nadu | Display,Tamil Nadu,Madurai,Tablet,85772,3132,205,65400.13
DSH0299,2026-01-14,LinkedIn Ads,IN_LI_1078,IPL Promo | Electronics | Kerala | Search,Kerala,Kochi,Mobile,67363,2972,226,130424.64
DSH0300,2026-02-15,DV360,IN_DV_1062,Diwali Sale | Beauty | Delhi NCR | Display,Delhi NCR,Gurugram,Tablet,101665,1778,16,12790.25
DSH0301,2026-01-15,LinkedIn Ads,IN_LI_1013,Holi Offer | EdTech | Rajasthan | Programmatic,Rajasthan,Jaipur,Tablet,82080,3083,140,135829.5
DSH0302,2026-02-03,DV360,IN_DV_1041,Monsoon Deals | EdTech | Maharashtra | Search,Maharashtra,Mumbai,Desktop,126672,5344,84,186855.45
DSH0303,2026-01-06,Google Ads,IN_GO_1035,Monsoon Deals | Grocery | Telangana | Video,Telangana,Karimnagar,Tablet,242834,10590,396,191339.2
DSH0304,2026-01-18,YouTube Ads,,Festive Cashback | Home Appliances | Karnataka | Video,Karnataka,Hubballi,Mobile,20084,270,23,1192.98
DSH0305,2026-01-21,Google Ads,IN_GO_1079,Wedding Season | EdTech | West Bengal | Programmatic,West Bengal,Durgapur,Mobile,114549,5060,294,198842.29
DSH0306,2026-01-17,DV360,IN_DV_1041,New Year | Home Appliances | Rajasthan | Search,Rajasthan,Jaipur,Desktop,18240,739,46,26125.45
DSH0307,2026-03-15,LinkedIn Ads,IN_LI_1032,Republic Day | Beauty | Tamil Nadu | Programmatic,Tamil Nadu,Madurai,Desktop,141334,3242,205,63129.45
DSH0308,2026-03-13,LinkedIn Ads,IN_LI_1010,Monsoon Deals | Beauty | Maharashtra | Display,Maharashtra,Mumbai,Mobile,211982,6378,177,279107.78
DSH0309,2026-02-02,LinkedIn Ads,IN_LI_1015,Festive Cashback | Electronics | Kerala | Search,Kerala,Kochi,Mobile,123012,3484,62,47295.59
DSH0310,2026-02-11,Google Ads,IN_GO_1072,Diwali Sale | Electronics | Rajasthan | Display,Rajasthan,Jodhpur,Mobile,158942,954,14,27260.01
DSH0311,2026-03-21,YouTube Ads,IN_YO_1059,Wedding Season | Grocery | Uttar Pradesh | Video,Uttar Pradesh,Kanpur,Mobile,102024,3412,200,78936.78
DSH0312,2026-03-26,YouTube Ads,IN_YO_1046,Holi Offer | EdTech | Rajasthan | Social,Rajasthan,Jaipur,Desktop,232549,8615,634,225964.21
DSH0313,2026-02-18,Google Ads,IN_GO_1079,Wedding Season | Fashion | Maharashtra | Display,Maharashtra,Pune,Desktop,66359,1007,84,19943.84
DSH0314,2026-02-28,Meta Ads,IN_ME_1059,New Year | Electronics | Gujarat | Programmatic,Gujarat,Ahmedabad,Desktop,191362,6608,322,276081.71
DSH0315,2026-01-01,LinkedIn Ads,IN_LI_1075,Festive Cashback | Home Appliances | Maharashtra | Programmatic,Maharashtra,Nashik,Tablet,60521,2529,46,49511.07
DSH0316,2026-03-18,LinkedIn Ads,IN_LI_1044,New Year | Beauty | Gujarat | Social,Gujarat,Rajkot,Desktop,92115,2596,49,53552.72
DSH0317,2026-03-31,LinkedIn Ads,IN_LI_1080,Back to College | Travel | Delhi NCR | Social,Delhi NCR,Noida,Mobile,202271,4093,148,128534.56
DSH0318,2026-03-25,Meta Ads,IN_ME_1074,Holi Offer | EdTech | Uttar Pradesh | Video,Uttar Pradesh,Varanasi,Tablet,189891,7746,490,314452.27
DSH0319,2026-03-10,YouTube Ads,IN_YO_1007,Back to College | Electronics | West Bengal | Search,West Bengal,Kolkata,Mobile,190703,1673,50,60394.61
DSH0320,2026-02-06,YouTube Ads,IN_YO_1058,IPL Promo | Fashion | Telangana | Programmatic,Telangana,Hyderabad,Desktop,41864,1515,96,40629.61
DSH0321,2026-01-29,LinkedIn Ads,IN_LI_1050,Back to College | EdTech | West Bengal | Video,West Bengal,Kolkata,Desktop,124200,6567,578,108192.25
DSH0322,2026-03-12,Google Ads,IN_GO_1048,Summer Savings | Beauty | Maharashtra | Display,Maharashtra,Nagpur,Tablet,212946,7417,508,86433.76
DSH0323,2026-01-25,YouTube Ads,IN_YO_1006,Holi Offer | Fashion | Rajasthan | Social,Rajasthan,Jaipur,Desktop,127330,2505,74,25497.26
DSH0324,2026-02-03,Google Ads,IN_GO_1007,Monsoon Deals | Electronics | Gujarat | Social,Gujarat,Rajkot,Tablet,217810,11257,658,348611.77
DSH0325,2026-03-04,LinkedIn Ads,IN_LI_1067,Holi Offer | EdTech | Uttar Pradesh | Video,Uttar Pradesh,Varanasi,Mobile,32872,1463,30,38093.34
DSH0326,2026-02-14,DV360,IN_DV_1060,Back to College | Beauty | Telangana | Search,Telangana,Warangal,Mobile,47118,900,25,6765.92
DSH0327,2026-03-13,Google Ads,IN_GO_1042,Wedding Season | Fashion | Karnataka | Programmatic,Karnataka,Mangaluru,Mobile,117273,5732,500,111853.79
DSH0328,2026-03-11,YouTube Ads,IN_YO_1006,Back to College | EdTech | Maharashtra | Programmatic,Maharashtra,Nagpur,Desktop,92708,4636,110,115096.26
DSH0329,2026-01-13,Meta Ads,IN_ME_1027,Holi Offer | Fashion | Uttar Pradesh | Social,Uttar Pradesh,Lucknow,Mobile,155969,7269,581,249087.29
DSH0330,2026-02-25,Google Ads,IN_GO_1010,Wedding Season | Travel | Telangana | Video,Telangana,Hyderabad,Mobile,29226,430,12,2762.04
DSH0331,2026-01-30,YouTube Ads,IN_YO_1003,Wedding Season | Travel | West Bengal | Display,West Bengal,Howrah,Desktop,117105,4566,236,137523.55
DSH0332,2026-03-21,Google Ads,,Holi Offer | Grocery | Kerala | Programmatic,Kerala,Kochi,Desktop,174007,1781,126,38582.8
DSH0333,2026-02-20,Google Ads,IN_GO_1038,Back to College | Fashion | Rajasthan | Social,Rajasthan,Jaipur,Tablet,181211,2366,150,98042.33
DSH0334,2026-03-24,YouTube Ads,IN_YO_1071,Holi Offer | Electronics | Maharashtra | Search,Maharashtra,Pune,Tablet,37315,780,54,31977.8
DSH0335,2026-02-14,Meta Ads,IN_ME_1079,Back to College | Fashion | West Bengal | Social,West Bengal,Durgapur,Mobile,233824,4298,74,134723.32
DSH0336,2026-03-14,Google Ads,IN_GO_1013,Back to College | Electronics | Uttar Pradesh | Video,Uttar Pradesh,Agra,Desktop,66751,2773,132,47779.66
DSH0337,2026-01-17,Meta Ads,IN_ME_1058,Festive Cashback | Electronics | Karnataka | Social,Karnataka,Mangaluru,Desktop,101073,3658,120,101484.08
DSH0338,2026-03-14,LinkedIn Ads,IN_LI_1029,New Year | Fashion | Gujarat | Search,Gujarat,Vadodara,Mobile,201698,8521,372,326904.48
